age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,target,age_group,balance_group,day_group,duration_group,campaign_group,quarter
51,none,married,secondary,no,2127,yes,no,unknown,5,172,1,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(0, 1]",q2
33,management,married,tertiary,no,377,yes,no,unknown,5,217,1,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
55,management,married,tertiary,no,73,yes,no,unknown,5,142,2,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
42,admin,married,secondary,no,445,yes,no,unknown,5,67,1,0,"(34, 45]","(200, 500]","(0, 10]","(60, 120]","(0, 1]",q2
34,blue-collar,married,secondary,no,243,yes,no,unknown,5,291,1,0,"(24, 34]","(200, 500]","(0, 10]","(240, 360]","(0, 1]",q2
33,blue-collar,single,secondary,no,307,yes,no,unknown,5,309,2,0,"(24, 34]","(200, 500]","(0, 10]","(240, 360]","(1, 2]",q2
38,services,married,secondary,no,155,yes,no,unknown,5,248,1,0,"(34, 45]","(100, 200]","(0, 10]","(240, 360]","(0, 1]",q2
50,technician,divorced,tertiary,no,173,no,yes,unknown,5,98,1,0,"(45, 59]","(100, 200]","(0, 10]","(60, 120]","(0, 1]",q2
43,management,married,tertiary,no,400,yes,no,unknown,5,256,1,0,"(34, 45]","(200, 500]","(0, 10]","(240, 360]","(0, 1]",q2
61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,82,2,0,"(59, 100]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q2
47,admin,married,secondary,no,219,yes,no,unknown,5,577,1,0,"(45, 59]","(200, 500]","(0, 10]","(360, 600]","(0, 1]",q2
48,other,married,tertiary,no,7,yes,no,unknown,5,286,1,0,"(45, 59]","(0, 100]","(0, 10]","(240, 360]","(0, 1]",q2
44,blue-collar,married,secondary,no,575,yes,no,unknown,5,477,1,0,"(34, 45]","(500, 1000]","(0, 10]","(360, 600]","(0, 1]",q2
35,none,single,unknown,no,298,yes,no,unknown,5,611,2,0,"(34, 45]","(200, 500]","(0, 10]","(600, 900]","(1, 2]",q2
35,services,married,secondary,no,0,yes,no,unknown,5,471,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(360, 600]","(0, 1]",q2
50,services,married,secondary,no,5699,yes,no,unknown,5,381,2,0,"(45, 59]","(5000, 10000]","(0, 10]","(360, 600]","(1, 2]",q2
41,management,married,tertiary,no,176,yes,yes,unknown,5,42,1,0,"(34, 45]","(100, 200]","(0, 10]","(0, 60]","(0, 1]",q2
41,management,married,tertiary,no,517,yes,no,unknown,5,251,1,0,"(34, 45]","(500, 1000]","(0, 10]","(240, 360]","(0, 1]",q2
39,services,single,unknown,no,257,yes,no,unknown,5,408,1,0,"(34, 45]","(200, 500]","(0, 10]","(360, 600]","(0, 1]",q2
42,none,married,secondary,no,56,yes,no,unknown,5,215,1,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
38,blue-collar,married,secondary,no,-390,yes,no,unknown,5,287,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(240, 360]","(0, 1]",q2
53,none,married,secondary,no,330,yes,no,unknown,5,216,2,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
59,other,divorced,primary,no,195,no,no,unknown,5,366,2,0,"(45, 59]","(100, 200]","(0, 10]","(360, 600]","(1, 2]",q2
36,services,married,secondary,no,301,yes,no,unknown,5,210,1,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
54,blue-collar,married,primary,no,-41,yes,no,unknown,5,288,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(240, 360]","(0, 1]",q2
40,technician,married,tertiary,no,483,yes,no,unknown,5,168,1,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
47,other,married,unknown,no,28,no,no,unknown,5,338,2,0,"(45, 59]","(0, 100]","(0, 10]","(240, 360]","(1, 2]",q2
53,none,married,unknown,no,13,no,no,unknown,5,410,3,0,"(45, 59]","(0, 100]","(0, 10]","(360, 600]","(2, 4]",q2
46,other,married,primary,no,965,no,no,unknown,5,177,1,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
39,management,married,tertiary,no,378,yes,yes,unknown,5,127,2,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
40,none,married,secondary,no,219,yes,no,unknown,5,357,1,0,"(34, 45]","(200, 500]","(0, 10]","(240, 360]","(0, 1]",q2
28,blue-collar,married,primary,no,324,yes,no,unknown,5,175,1,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
35,other,divorced,secondary,no,-69,yes,no,unknown,5,300,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(240, 360]","(0, 1]",q2
55,none,married,secondary,no,0,no,yes,unknown,5,136,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
43,technician,divorced,unknown,no,205,yes,no,unknown,5,1419,1,0,"(34, 45]","(200, 500]","(0, 10]","(1200, 5000]","(0, 1]",q2
48,blue-collar,married,primary,no,278,yes,no,unknown,5,125,2,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
58,management,married,unknown,no,1065,yes,no,unknown,5,213,3,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(2, 4]",q2
33,management,single,tertiary,no,34,yes,no,unknown,5,27,1,0,"(24, 34]","(0, 100]","(0, 10]","(0, 60]","(0, 1]",q2
36,blue-collar,married,unknown,no,1033,no,no,unknown,5,238,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q2
53,services,divorced,secondary,no,1467,yes,no,unknown,5,124,1,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(0, 1]",q2
47,blue-collar,married,primary,no,-12,yes,no,unknown,5,18,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(0, 60]","(0, 1]",q2
31,services,married,secondary,no,388,yes,no,unknown,5,730,2,0,"(24, 34]","(200, 500]","(0, 10]","(600, 900]","(1, 2]",q2
57,other,married,secondary,no,294,yes,no,unknown,5,746,2,0,"(45, 59]","(200, 500]","(0, 10]","(600, 900]","(1, 2]",q2
53,blue-collar,married,unknown,no,1827,no,no,unknown,5,121,1,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(0, 1]",q2
55,blue-collar,married,primary,no,627,yes,no,unknown,5,247,1,0,"(45, 59]","(500, 1000]","(0, 10]","(240, 360]","(0, 1]",q2
45,blue-collar,married,primary,no,25,yes,no,unknown,5,40,1,0,"(34, 45]","(0, 100]","(0, 10]","(0, 60]","(0, 1]",q2
53,admin,divorced,secondary,no,315,yes,no,unknown,5,181,2,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
37,blue-collar,married,primary,no,0,yes,no,unknown,5,79,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(60, 120]","(0, 1]",q2
44,admin,divorced,secondary,no,66,yes,no,unknown,5,206,1,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,389,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(360, 600]","(0, 1]",q2
46,technician,married,secondary,no,349,yes,yes,unknown,5,127,1,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
43,other,married,unknown,no,100,yes,no,unknown,5,702,1,0,"(34, 45]","(0, 100]","(0, 10]","(600, 900]","(0, 1]",q2
38,admin,married,secondary,no,0,no,no,unknown,5,151,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
43,technician,married,secondary,no,434,yes,no,unknown,5,117,1,0,"(34, 45]","(200, 500]","(0, 10]","(60, 120]","(0, 1]",q2
49,management,married,tertiary,no,3237,yes,no,unknown,5,232,3,0,"(45, 59]","(3000, 5000]","(0, 10]","(120, 240]","(2, 4]",q2
42,management,married,unknown,no,275,no,no,unknown,5,408,2,0,"(34, 45]","(200, 500]","(0, 10]","(360, 600]","(1, 2]",q2
22,blue-collar,single,secondary,no,0,yes,no,unknown,5,179,2,0,"(0, 24]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q2
40,management,married,tertiary,no,207,yes,no,unknown,5,39,1,0,"(34, 45]","(200, 500]","(0, 10]","(0, 60]","(0, 1]",q2
39,blue-collar,married,secondary,no,483,yes,no,unknown,5,282,1,0,"(34, 45]","(200, 500]","(0, 10]","(240, 360]","(0, 1]",q2
51,services,married,secondary,no,2248,yes,no,unknown,5,714,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(600, 900]","(1, 2]",q2
49,admin,married,secondary,no,428,yes,no,unknown,5,50,1,0,"(45, 59]","(200, 500]","(0, 10]","(0, 60]","(0, 1]",q2
53,blue-collar,married,secondary,no,0,yes,yes,unknown,5,181,1,0,"(45, 59]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
34,services,single,secondary,no,0,yes,no,unknown,5,142,1,0,"(24, 34]","(-10000, 0]","(0, 10]","(120, 240]","(0, 1]",q2
33,technician,divorced,secondary,no,140,yes,no,unknown,5,227,1,0,"(24, 34]","(100, 200]","(0, 10]","(120, 240]","(0, 1]",q2
50,management,single,tertiary,no,297,yes,no,unknown,5,119,1,0,"(45, 59]","(200, 500]","(0, 10]","(60, 120]","(0, 1]",q2
39,blue-collar,married,primary,no,279,yes,no,unknown,5,361,1,0,"(34, 45]","(200, 500]","(0, 10]","(360, 600]","(0, 1]",q2
59,other,divorced,secondary,no,901,yes,no,unknown,5,73,3,0,"(45, 59]","(500, 1000]","(0, 10]","(60, 120]","(2, 4]",q2
30,technician,single,secondary,no,2573,yes,no,unknown,5,67,2,0,"(24, 34]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q2
36,services,married,secondary,no,143,yes,yes,unknown,5,350,1,0,"(34, 45]","(100, 200]","(0, 10]","(240, 360]","(0, 1]",q2
40,blue-collar,married,secondary,no,475,yes,no,unknown,5,332,2,0,"(34, 45]","(200, 500]","(0, 10]","(240, 360]","(1, 2]",q2
53,blue-collar,married,secondary,no,70,yes,no,unknown,5,611,2,0,"(45, 59]","(0, 100]","(0, 10]","(600, 900]","(1, 2]",q2
34,management,single,tertiary,no,318,yes,no,unknown,5,113,2,0,"(24, 34]","(200, 500]","(0, 10]","(60, 120]","(1, 2]",q2
37,technician,married,secondary,no,275,yes,no,unknown,5,132,1,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
42,management,divorced,tertiary,no,742,yes,no,unknown,5,58,3,0,"(34, 45]","(500, 1000]","(0, 10]","(0, 60]","(2, 4]",q2
41,other,married,primary,no,236,yes,no,unknown,5,151,1,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(0, 1]",q2
30,none,single,tertiary,no,25,yes,no,unknown,5,89,2,0,"(24, 34]","(0, 100]","(0, 10]","(60, 120]","(1, 2]",q2
37,management,single,tertiary,no,600,yes,no,unknown,5,152,1,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
39,admin,divorced,secondary,no,-349,yes,no,unknown,5,611,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(600, 900]","(1, 2]",q2
41,blue-collar,married,primary,no,183,yes,yes,unknown,5,110,2,0,"(34, 45]","(100, 200]","(0, 10]","(60, 120]","(1, 2]",q2
40,blue-collar,married,primary,no,0,yes,no,unknown,5,463,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(360, 600]","(0, 1]",q2
42,management,single,tertiary,no,0,yes,yes,unknown,5,562,2,1,"(34, 45]","(-10000, 0]","(0, 10]","(360, 600]","(1, 2]",q2
40,blue-collar,divorced,primary,no,0,yes,no,unknown,5,962,1,0,"(34, 45]","(-10000, 0]","(0, 10]","(900, 1200]","(0, 1]",q2
57,technician,married,secondary,no,1078,yes,no,unknown,5,10,4,0,"(45, 59]","(1000, 3000]","(0, 10]","(0, 60]","(2, 4]",q2
56,other,divorced,secondary,no,155,no,no,unknown,5,118,3,0,"(45, 59]","(100, 200]","(0, 10]","(60, 120]","(2, 4]",q2
37,admin,married,secondary,no,190,yes,no,unknown,5,92,2,0,"(34, 45]","(100, 200]","(0, 10]","(60, 120]","(1, 2]",q2
59,none,married,secondary,no,319,yes,no,unknown,5,143,3,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(2, 4]",q2
39,services,divorced,secondary,no,-185,yes,no,unknown,5,189,3,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(2, 4]",q2
49,services,married,secondary,no,47,no,no,unknown,5,234,2,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
38,services,single,secondary,no,570,yes,no,unknown,5,75,2,0,"(34, 45]","(500, 1000]","(0, 10]","(60, 120]","(1, 2]",q2
36,other,married,tertiary,no,19,no,no,unknown,5,189,2,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
50,blue-collar,married,primary,no,61,yes,no,unknown,5,621,3,0,"(45, 59]","(0, 100]","(0, 10]","(600, 900]","(2, 4]",q2
41,admin,married,secondary,no,-62,yes,yes,unknown,5,55,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(0, 60]","(1, 2]",q2
54,technician,married,tertiary,no,258,no,no,unknown,5,310,4,0,"(45, 59]","(200, 500]","(0, 10]","(240, 360]","(2, 4]",q2
58,blue-collar,married,primary,no,76,yes,no,unknown,5,156,2,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
30,blue-collar,single,secondary,no,0,yes,no,unknown,5,5,2,0,"(24, 34]","(-10000, 0]","(0, 10]","(0, 60]","(1, 2]",q2
33,admin,single,secondary,no,352,yes,no,unknown,5,225,2,0,"(24, 34]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
47,admin,married,secondary,no,368,yes,no,unknown,5,125,2,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
50,technician,single,tertiary,no,339,yes,no,unknown,5,2,3,0,"(45, 59]","(200, 500]","(0, 10]","(0, 60]","(2, 4]",q2
32,blue-collar,married,secondary,no,1331,yes,no,unknown,5,286,2,0,"(24, 34]","(1000, 3000]","(0, 10]","(240, 360]","(1, 2]",q2
40,other,married,secondary,no,672,yes,no,unknown,5,164,2,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(1, 2]",q2
37,management,married,tertiary,no,58,yes,no,unknown,5,98,2,0,"(34, 45]","(0, 100]","(0, 10]","(60, 120]","(1, 2]",q2
54,technician,single,unknown,no,447,yes,no,unknown,5,742,2,0,"(45, 59]","(200, 500]","(0, 10]","(600, 900]","(1, 2]",q2
24,none,single,secondary,no,423,yes,no,unknown,5,226,3,0,"(0, 24]","(200, 500]","(0, 10]","(120, 240]","(2, 4]",q2
54,management,married,tertiary,no,0,no,no,unknown,5,120,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(60, 120]","(1, 2]",q2
34,technician,married,secondary,no,19,yes,no,unknown,5,362,4,0,"(24, 34]","(0, 100]","(0, 10]","(360, 600]","(2, 4]",q2
56,technician,divorced,primary,no,13,yes,no,unknown,5,357,2,0,"(45, 59]","(0, 100]","(0, 10]","(240, 360]","(1, 2]",q2
31,blue-collar,single,secondary,no,3,yes,no,unknown,5,200,2,0,"(24, 34]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
24,none,single,secondary,no,82,yes,no,unknown,5,204,2,0,"(0, 24]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
42,blue-collar,divorced,primary,no,28,yes,no,unknown,5,126,3,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(2, 4]",q2
57,technician,married,secondary,no,792,yes,no,unknown,5,65,2,0,"(45, 59]","(500, 1000]","(0, 10]","(60, 120]","(1, 2]",q2
42,blue-collar,married,unknown,no,408,yes,no,unknown,5,107,2,0,"(34, 45]","(200, 500]","(0, 10]","(60, 120]","(1, 2]",q2
51,admin,married,secondary,no,531,yes,no,unknown,5,267,2,0,"(45, 59]","(500, 1000]","(0, 10]","(240, 360]","(1, 2]",q2
57,none,married,secondary,no,211,yes,no,unknown,5,248,2,0,"(45, 59]","(200, 500]","(0, 10]","(240, 360]","(1, 2]",q2
36,services,single,secondary,no,62,yes,no,unknown,5,215,2,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
53,services,married,unknown,no,257,yes,no,unknown,5,209,2,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
50,technician,married,secondary,no,1234,yes,no,unknown,5,205,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q2
54,management,married,tertiary,no,313,yes,no,unknown,5,83,2,0,"(45, 59]","(200, 500]","(0, 10]","(60, 120]","(1, 2]",q2
55,blue-collar,married,secondary,no,89,yes,no,unknown,5,106,3,0,"(45, 59]","(0, 100]","(0, 10]","(60, 120]","(2, 4]",q2
44,blue-collar,married,secondary,no,129,yes,yes,unknown,5,189,2,0,"(34, 45]","(100, 200]","(0, 10]","(120, 240]","(1, 2]",q2
43,management,married,unknown,no,0,yes,no,unknown,5,105,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(60, 120]","(1, 2]",q2
56,admin,married,secondary,no,353,yes,no,unknown,5,106,2,0,"(45, 59]","(200, 500]","(0, 10]","(60, 120]","(1, 2]",q2
54,technician,married,unknown,no,851,yes,no,unknown,5,108,2,0,"(45, 59]","(500, 1000]","(0, 10]","(60, 120]","(1, 2]",q2
55,services,divorced,primary,no,96,yes,yes,unknown,5,311,2,0,"(45, 59]","(0, 100]","(0, 10]","(240, 360]","(1, 2]",q2
37,services,divorced,secondary,no,398,yes,yes,unknown,5,214,2,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
33,admin,single,tertiary,no,193,no,no,unknown,5,132,2,0,"(24, 34]","(100, 200]","(0, 10]","(120, 240]","(1, 2]",q2
46,admin,married,secondary,no,-358,yes,no,unknown,5,358,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(240, 360]","(1, 2]",q2
36,blue-collar,married,secondary,no,539,yes,yes,unknown,5,453,2,0,"(34, 45]","(500, 1000]","(0, 10]","(360, 600]","(1, 2]",q2
51,technician,single,secondary,no,0,yes,no,unknown,5,364,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(360, 600]","(1, 2]",q2
40,none,single,primary,no,0,no,no,unknown,5,136,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q2
42,blue-collar,married,secondary,no,490,yes,no,unknown,5,386,2,0,"(34, 45]","(200, 500]","(0, 10]","(360, 600]","(1, 2]",q2
51,blue-collar,married,secondary,no,0,yes,no,unknown,5,173,2,0,"(45, 59]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q2
49,blue-collar,married,unknown,no,403,yes,no,unknown,5,241,2,0,"(45, 59]","(200, 500]","(0, 10]","(240, 360]","(1, 2]",q2
48,management,married,secondary,no,161,yes,no,unknown,5,224,3,0,"(45, 59]","(100, 200]","(0, 10]","(120, 240]","(2, 4]",q2
32,technician,divorced,tertiary,no,2558,no,no,unknown,5,148,2,0,"(24, 34]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q2
31,admin,single,secondary,no,98,yes,no,unknown,5,196,2,0,"(24, 34]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
55,management,single,tertiary,no,115,no,no,unknown,5,111,4,0,"(45, 59]","(100, 200]","(0, 10]","(60, 120]","(2, 4]",q2
40,blue-collar,single,secondary,no,436,yes,no,unknown,5,231,3,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(2, 4]",q2
47,technician,married,tertiary,no,831,yes,no,unknown,5,316,3,0,"(45, 59]","(500, 1000]","(0, 10]","(240, 360]","(2, 4]",q2
57,technician,married,unknown,no,206,yes,no,unknown,5,216,3,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(2, 4]",q2
41,blue-collar,married,secondary,no,290,yes,no,unknown,5,240,2,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(1, 2]",q2
48,blue-collar,married,secondary,no,1,no,no,unknown,5,669,3,0,"(45, 59]","(0, 100]","(0, 10]","(600, 900]","(2, 4]",q2
42,blue-collar,married,unknown,no,57,yes,no,unknown,5,425,2,0,"(34, 45]","(0, 100]","(0, 10]","(360, 600]","(1, 2]",q2
30,blue-collar,single,secondary,no,-457,yes,no,unknown,5,143,2,0,"(24, 34]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q2
58,management,single,tertiary,no,1387,yes,no,unknown,5,174,5,0,"(45, 59]","(1000, 3000]","(0, 10]","(120, 240]","(4, 6]",q2
45,management,divorced,tertiary,no,24598,yes,no,unknown,5,313,3,0,"(34, 45]","(10000, 200000]","(0, 10]","(240, 360]","(2, 4]",q2
49,blue-collar,married,secondary,no,30,yes,no,unknown,5,135,4,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(2, 4]",q2
42,admin,single,secondary,no,1022,yes,no,unknown,5,146,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(120, 240]","(1, 2]",q2
53,technician,married,secondary,no,56,yes,yes,unknown,5,152,2,0,"(45, 59]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
51,admin,single,secondary,yes,-2,no,no,unknown,5,402,3,0,"(45, 59]","(-10000, 0]","(0, 10]","(360, 600]","(2, 4]",q2
32,services,single,secondary,no,121,yes,no,unknown,5,213,2,0,"(24, 34]","(100, 200]","(0, 10]","(120, 240]","(1, 2]",q2
41,blue-collar,single,secondary,no,842,yes,no,unknown,5,144,3,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(2, 4]",q2
43,management,divorced,secondary,no,693,yes,no,unknown,5,124,3,0,"(34, 45]","(500, 1000]","(0, 10]","(120, 240]","(2, 4]",q2
40,blue-collar,divorced,secondary,no,-333,yes,no,unknown,5,183,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q2
50,blue-collar,married,primary,no,1533,yes,no,unknown,5,325,2,0,"(45, 59]","(1000, 3000]","(0, 10]","(240, 360]","(1, 2]",q2
34,management,married,tertiary,no,46,yes,no,unknown,5,39,4,0,"(24, 34]","(0, 100]","(0, 10]","(0, 60]","(2, 4]",q2
53,services,married,unknown,no,18,no,no,unknown,5,503,2,0,"(45, 59]","(0, 100]","(0, 10]","(360, 600]","(1, 2]",q2
45,technician,married,secondary,no,44,yes,no,unknown,5,95,4,0,"(34, 45]","(0, 100]","(0, 10]","(60, 120]","(2, 4]",q2
39,blue-collar,married,primary,no,-100,yes,no,unknown,5,680,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(600, 900]","(1, 2]",q2
44,services,married,tertiary,no,510,yes,no,unknown,5,421,4,0,"(34, 45]","(500, 1000]","(0, 10]","(360, 600]","(2, 4]",q2
55,management,married,tertiary,no,685,yes,no,unknown,5,174,3,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(2, 4]",q2
46,management,single,tertiary,no,187,yes,no,unknown,5,113,2,0,"(45, 59]","(100, 200]","(0, 10]","(60, 120]","(1, 2]",q2
45,blue-collar,married,secondary,no,66,yes,no,unknown,5,808,2,0,"(34, 45]","(0, 100]","(0, 10]","(600, 900]","(1, 2]",q2
34,admin,married,secondary,no,560,yes,no,unknown,5,198,3,0,"(24, 34]","(500, 1000]","(0, 10]","(120, 240]","(2, 4]",q2
36,blue-collar,married,secondary,no,0,yes,no,unknown,5,195,2,0,"(34, 45]","(-10000, 0]","(0, 10]","(120, 240]","(1, 2]",q2
59,other,divorced,unknown,no,27,no,no,unknown,5,347,3,0,"(45, 59]","(0, 100]","(0, 10]","(240, 360]","(2, 4]",q2
31,admin,single,secondary,no,12,yes,no,unknown,5,208,2,0,"(24, 34]","(0, 100]","(0, 10]","(120, 240]","(1, 2]",q2
44,blue-collar,single,secondary,no,34,yes,no,unknown,5,404,4,0,"(34, 45]","(0, 100]","(0, 10]","(360, 600]","(2, 4]",q2
33,other,single,tertiary,no,1068,yes,no,unknown,5,396,2,0,"(24, 34]","(1000, 3000]","(0, 10]","(360, 600]","(1, 2]",q2
40,blue-collar,married,secondary,no,211,yes,no,unknown,5,216,4,0,"(34, 45]","(200, 500]","(0, 10]","(120, 240]","(2, 4]",q2
46,admin,single,tertiary,no,377,yes,no,unknown,5,98,2,0,"(45, 59]","(200, 500]","(0, 10]","(60, 120]","(1, 2]",q2
48,management,married,tertiary,no,263,yes,no,unknown,5,350,2,0,"(45, 59]","(200, 500]","(0, 10]","(240, 360]","(1, 2]",q2
42,services,married,secondary,no,1263,yes,no,unknown,6,114,2,0,"(34, 45]","(1000, 3000]","(0, 10]","(60, 120]","(1, 2]",q2
27,services,married,secondary,no,8,yes,no,unknown,6,88,3,0,"(24, 34]","(0, 100]","(0, 10]","(60, 120]","(2, 4]",q2
48,admin,married,secondary,no,126,yes,yes,unknown,6,379,2,0,"(45, 59]","(100, 200]","(0, 10]","(360, 600]","(1, 2]",q2
59,admin,married,secondary,no,230,yes,no,unknown,6,190,3,0,"(45, 59]","(200, 500]","(0, 10]","(120, 240]","(2, 4]",q2
46,technician,married,tertiary,no,841,yes,no,unknown,6,158,1,0,"(45, 59]","(500, 1000]","(0, 10]","(120, 240]","(0, 1]",q2
38,admin,divorced,secondary,no,308,yes,no,unknown,6,102,1,0,"(34, 45]","(200, 500]","(0, 10]","(60, 120]","(0, 1]",q2
43,management,divorced,tertiary,no,1,yes,no,unknown,6,306,1,0,"(34, 45]","(0, 100]","(0, 10]","(240, 360]","(0, 1]",q2
38,admin,divorced,tertiary,no,86,yes,no,unknown,6,218,1,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
23,none,single,secondary,no,157,yes,no,unknown,6,54,1,0,"(0, 24]","(100, 200]","(0, 10]","(0, 60]","(0, 1]",q2
34,services,married,secondary,no,22,yes,no,unknown,6,344,1,0,"(24, 34]","(0, 100]","(0, 10]","(240, 360]","(0, 1]",q2
38,admin,married,secondary,no,46,yes,yes,unknown,6,195,1,0,"(34, 45]","(0, 100]","(0, 10]","(120, 240]","(0, 1]",q2
37,blue-collar,married,secondary,no,1293,no,no,unknown,6,652,1,0,"(34, 45]","(1000, 3000]","(0, 10]","(600, 900]","(0, 1]",q2
25,admin,single,secondary,no,122,yes,no,unknown,6,286,1,0,"(24, 34]","(100, 200]","(0, 10]","(240, 360]","(0, 1]",q2
